origem,destino,tipo,evidencia,status
EF09LP01,EF09LP11,relacionada,EF09LP01,confirmada na planilha
EF09LP01,EF89LP05,relacionada,EF09LP01,confirmada na planilha
EF09LP01,EF89LP32,relacionada,EF09LP01,confirmada na planilha
EF09LP01,EM13LP38,pre_requisito,EF09LP01,confirmada na planilha
EF09LP01,EM13LP39,pre_requisito,EF09LP01,confirmada na planilha
EF09LP01,EM13LP40,pre_requisito,EF09LP01,confirmada na planilha
EF07LP02,EF09LP02,pre_requisito,EF09LP02,confirmada na planilha
EF08LP02,EF09LP02,pre_requisito,EF09LP02,confirmada na planilha
EF09LP02,EF89LP02,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF89LP07,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF69LP03,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF09LP01,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF89LP03,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF89LP04,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF89LP06,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF89LP14,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF89LP16,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF09LP08,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF09LP11,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF89LP05,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF89LP29,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EF89LP32,relacionada,EF09LP02,confirmada na planilha
EF09LP02,EM13LP41,pre_requisito,EF09LP02,confirmada na planilha
EF67LP02,EF09LP03,pre_requisito,EF09LP03,confirmada na planilha
EF67LP04,EF09LP03,pre_requisito,EF09LP03,confirmada na planilha
EF08LP03,EF09LP03,pre_requisito,EF09LP03,confirmada na planilha
EF09LP03,EF69LP18,relacionada,EF09LP03,confirmada na planilha
EF09LP03,EF89LP03,relacionada,EF09LP03,confirmada na planilha
EF09LP03,EF89LP04,relacionada,EF09LP03,confirmada na planilha
EF09LP03,EF89LP06,relacionada,EF09LP03,confirmada na planilha
EF09LP03,EF89LP14,relacionada,EF09LP03,confirmada na planilha
EF09LP03,EF89LP16,relacionada,EF09LP03,confirmada na planilha
EF09LP03,EF09LP04,relacionada,EF09LP03,confirmada na planilha
EF09LP03,EF09LP08,relacionada,EF09LP03,confirmada na planilha
EF09LP03,EF09LP11,relacionada,EF09LP03,confirmada na planilha
EF09LP03,EF89LP31,relacionada,EF09LP03,confirmada na planilha
EF09LP03,EM13LP05,pre_requisito,EF09LP03,confirmada na planilha
EF09LP03,EM13LP12,pre_requisito,EF09LP03,confirmada na planilha
EF09LP03,EM13LP45,pre_requisito,EF09LP03,confirmada na planilha
EF09LP03,EF08LP03,mencao_comentario,EF09LP03,confirmada na planilha
EF09LP03,EF89LP03,mencao_comentario,EF09LP03,confirmada na planilha
EF09LP03,EF89LP04,mencao_comentario,EF09LP03,confirmada na planilha
EF67LP12,EF89LP03,pre_requisito,EF89LP03,confirmada na planilha
EF08LP03,EF89LP03,pre_requisito,EF89LP03,confirmada na planilha
EF89LP03,EF09LP11,relacionada,EF89LP03,confirmada na planilha
EF89LP03,EF89LP05,relacionada,EF89LP03,confirmada na planilha
EF89LP03,EF89LP29,relacionada,EF89LP03,confirmada na planilha
EF89LP03,EF89LP31,relacionada,EF89LP03,confirmada na planilha
EF89LP03,EM13LP05,pre_requisito,EF89LP03,confirmada na planilha
EF89LP03,EM13LP40,pre_requisito,EF89LP03,confirmada na planilha
EF67LP04,EF89LP04,pre_requisito,EF89LP04,confirmada na planilha
EF89LP04,EF89LP05,relacionada,EF89LP04,confirmada na planilha
EF89LP04,EM13LP05,pre_requisito,EF89LP04,confirmada na planilha
EF89LP06,EF09LP11,relacionada,EF89LP06,confirmada na planilha
EF67LP09,EF89LP08,pre_requisito,EF89LP08,confirmada na planilha
EF89LP08,EF09LP08,relacionada,EF89LP08,confirmada na planilha
EF89LP08,EF09LP10,relacionada,EF89LP08,confirmada na planilha
EF89LP08,EM13LP45,pre_requisito,EF89LP08,confirmada na planilha
EF67LP10,EF89LP09,pre_requisito,EF89LP09,confirmada na planilha
EF08LP04,EF89LP09,pre_requisito,EF89LP09,confirmada na planilha
EF89LP09,EF09LP04,relacionada,EF89LP09,confirmada na planilha
EF89LP09,EF09LP08,relacionada,EF89LP09,confirmada na planilha
EF89LP09,EF09LP11,relacionada,EF89LP09,confirmada na planilha
EF89LP09,EM13LP45,pre_requisito,EF89LP09,confirmada na planilha
EF08LP03,EF89LP10,pre_requisito,EF89LP10,confirmada na planilha
EF89LP10,EF89LP05,relacionada,EF89LP10,confirmada na planilha
EF89LP10,EF09LP11,relacionada,EF89LP10,confirmada na planilha
EF89LP10,EM13LP05,pre_requisito,EF89LP10,confirmada na planilha
EF89LP11,EF09LP04,relacionada,EF89LP11,confirmada na planilha
EF89LP11,EF09LP08,relacionada,EF89LP11,confirmada na planilha
EF89LP11,EF09LP11,relacionada,EF89LP11,confirmada na planilha
EF89LP11,EM13LP44,pre_requisito,EF89LP11,confirmada na planilha
EF89LP11,EM13LP14,pre_requisito,EF89LP11,confirmada na planilha
EF89LP12,EF09LP04,relacionada,EF89LP12,confirmada na planilha
EF89LP12,EM13LP11,pre_requisito,EF89LP12,confirmada na planilha
EF89LP12,EM13LP12,pre_requisito,EF89LP12,confirmada na planilha
EF89LP14,EF09LP06,relacionada,EF89LP14,confirmada na planilha
EF89LP14,EF09LP08,relacionada,EF89LP14,confirmada na planilha
EF89LP14,EF09LP09,relacionada,EF89LP14,confirmada na planilha
EF89LP16,EF09LP06,relacionada,EF89LP16,confirmada na planilha
EF89LP16,EF09LP09,relacionada,EF89LP16,confirmada na planilha
EF89LP16,EF09LP08,relacionada,EF89LP16,confirmada na planilha
EF89LP16,EF09LP11,relacionada,EF89LP16,confirmada na planilha
EF89LP16,EM13LP07,pre_requisito,EF89LP16,confirmada na planilha
EF89LP17,EF09LP11,relacionada,EF89LP17,confirmada na planilha
EF89LP17,EM13LP26,pre_requisito,EF89LP17,confirmada na planilha
EF89LP19,EF89LP27,relacionada,EF89LP19,confirmada na planilha
EF89LP19,EF09LP11,relacionada,EF89LP19,confirmada na planilha
EF89LP19,EF89LP29,relacionada,EF89LP19,confirmada na planilha
EF89LP19,EM13LP27,pre_requisito,EF89LP19,confirmada na planilha
EF89LP20,EF89LP04,relacionada,EF89LP20,confirmada na planilha
EF89LP20,EF09LP08,relacionada,EF89LP20,confirmada na planilha
EF89LP20,EF09LP11,relacionada,EF89LP20,confirmada na planilha
EF89LP20,EM13LP23,pre_requisito,EF89LP20,confirmada na planilha
EF89LP20,EM13LP27,pre_requisito,EF89LP20,confirmada na planilha
EF89LP21,EM13LP32,pre_requisito,EF89LP21,confirmada na planilha
EF89LP21,EM13LP33,pre_requisito,EF89LP21,confirmada na planilha
EF89LP23,EF09LP06,relacionada,EF89LP23,confirmada na planilha
EF89LP23,EF09LP08,relacionada,EF89LP23,confirmada na planilha
EF89LP23,EF09LP09,relacionada,EF89LP23,confirmada na planilha
EF89LP23,EM13LP12,pre_requisito,EF89LP23,confirmada na planilha
EF89LP24,EM13LP11,pre_requisito,EF89LP24,confirmada na planilha
EF89LP24,EM13LP12,pre_requisito,EF89LP24,confirmada na planilha
EF89LP24,EM13LP28,pre_requisito,EF89LP24,confirmada na planilha
EF89LP24,EM13LP31,pre_requisito,EF89LP24,confirmada na planilha
EF89LP25,EM13LP34,pre_requisito,EF89LP25,confirmada na planilha
EF89LP25,EM13LP17,pre_requisito,EF89LP25,confirmada na planilha
EF89LP25,EM13LP29,pre_requisito,EF89LP25,confirmada na planilha
EF67LP11,EF89LP26,pre_requisito,EF89LP26,confirmada na planilha
EF89LP26,EF09LP04,relacionada,EF89LP26,confirmada na planilha
EF89LP26,EF09LP08,relacionada,EF89LP26,confirmada na planilha
EF89LP26,EF09LP11,relacionada,EF89LP26,confirmada na planilha
EF89LP26,EM13LP02,pre_requisito,EF89LP26,confirmada na planilha
EF89LP26,EM13LP29,pre_requisito,EF89LP26,confirmada na planilha
EF89LP26,EM13LP21,pre_requisito,EF89LP26,confirmada na planilha
EF89LP26,EF89LP29,mencao_comentario,EF89LP26,confirmada na planilha
EF89LP26,EF89LP31,mencao_comentario,EF89LP26,confirmada na planilha
EF67LP26,EF89LP30,pre_requisito,EF89LP30,confirmada na planilha
EF89LP30,EM13LP31,pre_requisito,EF89LP30,confirmada na planilha
EF89LP30,EM13LP32,pre_requisito,EF89LP30,confirmada na planilha
EF89LP30,EM13LP34,pre_requisito,EF89LP30,confirmada na planilha
EF89LP35,EF09LP04,relacionada,EF89LP35,confirmada na planilha
EF89LP35,EF89LP05,relacionada,EF89LP35,confirmada na planilha
EF89LP35,EF09LP08,relacionada,EF89LP35,confirmada na planilha
EF89LP35,EF09LP11,relacionada,EF89LP35,confirmada na planilha
EF89LP35,EM13LP47,pre_requisito,EF89LP35,confirmada na planilha
EF89LP35,EM13LP21,pre_requisito,EF89LP35,confirmada na planilha
EF89LP36,EF09LP06,relacionada,EF89LP36,confirmada na planilha
EF89LP36,EM13LP54,pre_requisito,EF89LP36,confirmada na planilha
EF01MA04,EF01MA01,relacionada,EF01MA04,confirmada na planilha
EF01MA04,EF01MA02,relacionada,EF01MA04,confirmada na planilha
EF01MA04,EF01MA19,relacionada,EF01MA04,confirmada na planilha
EF01MA04,EF01MA05,pre_requisito,EF01MA05,confirmada na planilha
EF01MA05,EF01MA03,relacionada,EF01MA05,confirmada na planilha
EF01MA07,EF01MA19,relacionada,EF01MA07,confirmada na planilha
EF01MA05,EF01MA08,pre_requisito,EF01MA08,confirmada na planilha
EF01MA08,EF01MA06,relacionada,EF01MA08,confirmada na planilha
EF01MA12,EF01MA11,relacionada,EF01MA12,confirmada na planilha
EF01MA14,EF01MA13,relacionada,EF01MA14,confirmada na planilha
EF01MA17,EF01MA16,relacionada,EF01MA17,confirmada na planilha
EF01MA05,EF01MA21,pre_requisito,EF01MA21,confirmada na planilha
EF01MA21,EF01MA22,relacionada,EF01MA21,confirmada na planilha
EF01MA04,EF02MA01,pre_requisito,EF02MA01,confirmada na planilha
EF02MA01,EF02MA04,pre_requisito,EF02MA04,confirmada na planilha
EF01MA07,EF02MA04,pre_requisito,EF02MA04,confirmada na planilha
EF01MA08,EF02MA06,pre_requisito,EF02MA06,confirmada na planilha
EF02MA04,EF02MA06,pre_requisito,EF02MA06,confirmada na planilha
EF02MA05,EF02MA06,pre_requisito,EF02MA06,confirmada na planilha
EF02MA06,EF02MA08,relacionada,EF02MA06,confirmada na planilha
EF02MA01,EF02MA09,pre_requisito,EF02MA09,confirmada na planilha
EF02MA09,EF02MA10,relacionada,EF02MA09,confirmada na planilha
EF02MA09,EF02MA11,relacionada,EF02MA09,confirmada na planilha
EF01MA12,EF02MA12,pre_requisito,EF02MA12,confirmada na planilha
EF02MA12,EF02MA13,relacionada,EF02MA12,confirmada na planilha
EF01MA14,EF02MA14,pre_requisito,EF02MA14,confirmada na planilha
EF01MA14,EF02MA15,pre_requisito,EF02MA15,confirmada na planilha
EF01MA15,EF02MA16,pre_requisito,EF02MA16,confirmada na planilha
EF02MA16,EF02MA17,relacionada,EF02MA16,confirmada na planilha
EF01MA17,EF02MA18,pre_requisito,EF02MA18,confirmada na planilha
EF02MA18,EF02MA19,relacionada,EF02MA18,confirmada na planilha
EF02MA04,EF02MA20,pre_requisito,EF02MA20,confirmada na planilha
EF01MA21,EF02MA22,pre_requisito,EF02MA22,confirmada na planilha
EF02MA22,EF02MA23,relacionada,EF02MA22,confirmada na planilha
EF02MA01,EF03MA01,pre_requisito,EF03MA01,confirmada na planilha
EF03MA01,EF03MA04,relacionada,EF03MA01,confirmada na planilha
EF02MA04,EF03MA02,pre_requisito,EF03MA02,confirmada na planilha
EF03MA01,EF03MA02,pre_requisito,EF03MA02,confirmada na planilha
EF02MA06,EF03MA05,pre_requisito,EF03MA05,confirmada na planilha
EF03MA02,EF03MA05,pre_requisito,EF03MA05,confirmada na planilha
EF03MA05,EF03MA03,relacionada,EF03MA05,confirmada na planilha
EF03MA05,EF03MA04,relacionada,EF03MA05,confirmada na planilha
EF03MA05,EF03MA11,relacionada,EF03MA05,confirmada na planilha
EF03MA07,EF03MA06,pre_requisito,EF03MA06,confirmada na planilha
EF03MA06,EF03MA09,relacionada,EF03MA06,confirmada na planilha
EF03MA02,EF03MA07,pre_requisito,EF03MA07,confirmada na planilha
EF03MA05,EF03MA07,pre_requisito,EF03MA07,confirmada na planilha
EF03MA07,EF03MA08,relacionada,EF03MA07,confirmada na planilha
EF02MA09,EF03MA10,pre_requisito,EF03MA10,confirmada na planilha
EF03MA01,EF03MA10,pre_requisito,EF03MA10,confirmada na planilha
EF03MA05,EF03MA10,pre_requisito,EF03MA10,confirmada na planilha
EF02MA14,EF03MA14,pre_requisito,EF03MA14,confirmada na planilha
EF03MA14,EF03MA12,relacionada,EF03MA14,confirmada na planilha
EF03MA14,EF03MA13,relacionada,EF03MA14,confirmada na planilha
EF03MA14,EF03MA21,relacionada,EF03MA14,confirmada na planilha
EF01MA14,EF03MA15,pre_requisito,EF03MA15,confirmada na planilha
EF03MA15,EF03MA16,relacionada,EF03MA15,confirmada na planilha
EF03MA15,EF03MA21,relacionada,EF03MA15,confirmada na planilha
EF03MA15,EF03MA14,mencao_comentario,EF03MA15,confirmada na planilha
EF02MA16,EF03MA19,pre_requisito,EF03MA19,confirmada na planilha
EF03MA19,EF03MA17,relacionada,EF03MA19,confirmada na planilha
EF03MA19,EF03MA18,relacionada,EF03MA19,confirmada na planilha
EF03MA19,EF02MA16,mencao_comentario,EF03MA19,confirmada na planilha
EF02MA18,EF03MA23,pre_requisito,EF03MA23,confirmada na planilha
EF03MA23,EF03MA22,relacionada,EF03MA23,confirmada na planilha
EF03MA23,EF01MA17,mencao_comentario,EF03MA23,confirmada na planilha
EF02MA20,EF03MA24,pre_requisito,EF03MA24,confirmada na planilha
EF03MA24,EF02MA20,mencao_comentario,EF03MA24,confirmada na planilha
EF02MA22,EF03MA27,pre_requisito,EF03MA27,confirmada na planilha
EF03MA27,EF03MA26,relacionada,EF03MA27,confirmada na planilha
EF03MA27,EF03MA28,pre_requisito,EF03MA28,confirmada na planilha
EF03MA01,EF04MA01,pre_requisito,EF04MA01,confirmada na planilha
EF03MA02,EF04MA01,pre_requisito,EF04MA01,confirmada na planilha
EF03MA02,EF04MA02,pre_requisito,EF04MA02,confirmada na planilha
EF03MA05,EF04MA03,pre_requisito,EF04MA03,confirmada na planilha
EF04MA01,EF04MA03,pre_requisito,EF04MA03,confirmada na planilha
EF04MA03,EF04MA04,relacionada,EF04MA03,confirmada na planilha
EF04MA03,EF04MA05,relacionada,EF04MA03,confirmada na planilha
EF04MA03,EF04MA13,relacionada,EF04MA03,confirmada na planilha
EF04MA03,EF04MA25,relacionada,EF04MA03,confirmada na planilha
EF03MA07,EF04MA06,pre_requisito,EF04MA06,confirmada na planilha
EF04MA01,EF04MA06,pre_requisito,EF04MA06,confirmada na planilha
EF04MA06,EF04MA04,relacionada,EF04MA06,confirmada na planilha
EF04MA06,EF04MA05,relacionada,EF04MA06,confirmada na planilha
EF04MA06,EF04MA08,relacionada,EF04MA06,confirmada na planilha
EF04MA06,EF04MA11,relacionada,EF04MA06,confirmada na planilha
EF04MA06,EF04MA13,relacionada,EF04MA06,confirmada na planilha
EF04MA06,EF03MA07,mencao_comentario,EF04MA06,confirmada na planilha
EF03MA07,EF04MA07,pre_requisito,EF04MA07,confirmada na planilha
EF04MA01,EF04MA07,pre_requisito,EF04MA07,confirmada na planilha
EF04MA07,EF04MA12,relacionada,EF04MA07,confirmada na planilha
EF04MA07,EF04MA13,relacionada,EF04MA07,confirmada na planilha
EF04MA07,EF04MA09,pre_requisito,EF04MA09,confirmada na planilha
EF04MA09,EF04MA10,relacionada,EF04MA09,confirmada na planilha
EF03MA05,EF04MA15,pre_requisito,EF04MA15,confirmada na planilha
EF04MA15,EF04MA05,relacionada,EF04MA15,confirmada na planilha
EF03MA14,EF04MA17,pre_requisito,EF04MA17,confirmada na planilha
EF04MA17,EF04MA16,relacionada,EF04MA17,confirmada na planilha
EF03MA15,EF04MA18,pre_requisito,EF04MA18,confirmada na planilha
EF04MA18,EF04MA19,relacionada,EF04MA18,confirmada na planilha
EF03MA19,EF04MA20,pre_requisito,EF04MA20,confirmada na planilha
EF03MA20,EF04MA20,pre_requisito,EF04MA20,confirmada na planilha
EF04MA20,EF04MA19,relacionada,EF04MA20,confirmada na planilha
EF04MA20,EF04MA21,relacionada,EF04MA20,confirmada na planilha
EF04MA20,EF03MA19,mencao_comentario,EF04MA20,confirmada na planilha
EF03MA23,EF04MA22,pre_requisito,EF04MA22,confirmada na planilha
EF04MA22,EF03MA23,mencao_comentario,EF04MA22,confirmada na planilha
EF03MA27,EF04MA27,pre_requisito,EF04MA27,confirmada na planilha
EF04MA27,EF04MA23,relacionada,EF04MA27,confirmada na planilha
EF04MA27,EF04MA24,relacionada,EF04MA27,confirmada na planilha
EF04MA27,EF03MA27,mencao_comentario,EF04MA27,confirmada na planilha
EF03MA28,EF04MA28,pre_requisito,EF04MA28,confirmada na planilha
EF04MA27,EF04MA28,pre_requisito,EF04MA28,confirmada na planilha
EF04MA28,EF04MA23,relacionada,EF04MA28,confirmada na planilha
EF04MA28,EF04MA24,relacionada,EF04MA28,confirmada na planilha
EF04MA28,EF03MA28,mencao_comentario,EF04MA28,confirmada na planilha
EF04MA01,EF05MA01,pre_requisito,EF05MA01,confirmada na planilha
EF04MA02,EF05MA01,pre_requisito,EF05MA01,confirmada na planilha
EF05MA01,EF05MA02,pre_requisito,EF05MA02,confirmada na planilha
EF04MA09,EF05MA03,pre_requisito,EF05MA03,confirmada na planilha
EF05MA03,EF05MA06,relacionada,EF05MA03,confirmada na planilha
EF05MA03,EF05MA04,pre_requisito,EF05MA04,confirmada na planilha
EF04MA09,EF05MA04,pre_requisito,EF05MA04,confirmada na planilha
EF05MA04,EF05MA03,mencao_comentario,EF05MA04,confirmada na planilha
EF05MA02,EF05MA05,pre_requisito,EF05MA05,confirmada na planilha
EF05MA03,EF05MA05,pre_requisito,EF05MA05,confirmada na planilha
EF05MA04,EF05MA05,pre_requisito,EF05MA05,confirmada na planilha
EF04MA02,EF05MA07,pre_requisito,EF05MA07,confirmada na planilha
EF05MA01,EF05MA08,pre_requisito,EF05MA08,confirmada na planilha
EF04MA06,EF05MA08,pre_requisito,EF05MA08,confirmada na planilha
EF04MA07,EF05MA08,pre_requisito,EF05MA08,confirmada na planilha
EF05MA08,EF05MA09,relacionada,EF05MA08,confirmada na planilha
EF05MA08,EF05MA13,relacionada,EF05MA08,confirmada na planilha
EF05MA08,EF05MA10,pre_requisito,EF05MA10,confirmada na planilha
EF04MA15,EF05MA10,pre_requisito,EF05MA10,confirmada na planilha
EF05MA10,EF05MA11,relacionada,EF05MA10,confirmada na planilha
EF05MA10,EF05MA12,relacionada,EF05MA10,confirmada na planilha
EF05MA10,EF04MA15,mencao_comentario,EF05MA10,confirmada na planilha
EF03MA14,EF05MA16,pre_requisito,EF05MA16,confirmada na planilha
EF04MA17,EF05MA16,pre_requisito,EF05MA16,confirmada na planilha
EF05MA16,EF05MA14,relacionada,EF05MA16,confirmada na planilha
EF05MA16,EF05MA15,relacionada,EF05MA16,confirmada na planilha
EF04MA18,EF05MA17,pre_requisito,EF05MA17,confirmada na planilha
EF05MA17,EF05MA18,relacionada,EF05MA17,confirmada na planilha
EF05MA02,EF05MA19,pre_requisito,EF05MA19,confirmada na planilha
EF04MA20,EF05MA19,pre_requisito,EF05MA19,confirmada na planilha
EF05MA19,EF05MA20,relacionada,EF05MA19,confirmada na planilha
EF05MA19,EF05MA21,relacionada,EF05MA19,confirmada na planilha
EF04MA26,EF05MA22,pre_requisito,EF05MA22,confirmada na planilha
EF05MA22,EF05MA23,relacionada,EF05MA22,confirmada na planilha
EF04MA27,EF05MA24,pre_requisito,EF05MA24,confirmada na planilha
EF05MA24,EF05MA25,relacionada,EF05MA24,confirmada na planilha
EF05MA24,EF04MA27,mencao_comentario,EF05MA24,confirmada na planilha
EF05MA01,EF06MA01,pre_requisito,EF06MA01,confirmada na planilha
EF05MA02,EF06MA01,pre_requisito,EF06MA01,confirmada na planilha
EF05MA05,EF06MA01,pre_requisito,EF06MA01,confirmada na planilha
EF05MA07,EF06MA01,pre_requisito,EF06MA01,confirmada na planilha
EF06MA01,EF06MA05,relacionada,EF06MA01,confirmada na planilha
EF06MA01,EF06MA12,relacionada,EF06MA01,confirmada na planilha
EF05MA02,EF06MA02,pre_requisito,EF06MA02,confirmada na planilha
EF05MA07,EF06MA03,pre_requisito,EF06MA03,confirmada na planilha
EF05MA08,EF06MA03,pre_requisito,EF06MA03,confirmada na planilha
EF06MA03,EF06MA04,relacionada,EF06MA03,confirmada na planilha
EF06MA03,EF06MA06,relacionada,EF06MA03,confirmada na planilha
EF06MA03,EF06MA23,relacionada,EF06MA03,confirmada na planilha
EF06MA01,EF06MA07,pre_requisito,EF06MA07,confirmada na planilha
EF05MA05,EF06MA08,pre_requisito,EF06MA08,confirmada na planilha
EF06MA07,EF06MA08,pre_requisito,EF06MA08,confirmada na planilha
EF06MA01,EF06MA10,pre_requisito,EF06MA10,confirmada na planilha
EF06MA07,EF06MA10,pre_requisito,EF06MA10,confirmada na planilha
EF06MA10,EF06MA09,relacionada,EF06MA10,confirmada na planilha
EF06MA01,EF06MA11,pre_requisito,EF06MA11,confirmada na planilha
EF06MA07,EF06MA11,pre_requisito,EF06MA11,confirmada na planilha
EF06MA08,EF06MA11,pre_requisito,EF06MA11,confirmada na planilha
EF06MA10,EF06MA11,pre_requisito,EF06MA11,confirmada na planilha
EF05MA06,EF06MA13,pre_requisito,EF06MA13,confirmada na planilha
EF06MA13,EF06MA15,relacionada,EF06MA13,confirmada na planilha
EF05MA10,EF06MA14,pre_requisito,EF06MA14,confirmada na planilha
EF05MA16,EF06MA17,pre_requisito,EF06MA17,confirmada na planilha
EF05MA17,EF06MA17,pre_requisito,EF06MA17,confirmada na planilha
EF06MA20,EF06MA18,pre_requisito,EF06MA18,confirmada na planilha
EF06MA25,EF06MA18,pre_requisito,EF06MA18,confirmada na planilha
EF05MA17,EF06MA18,pre_requisito,EF06MA18,confirmada na planilha
EF06MA18,EF06MA16,relacionada,EF06MA18,confirmada na planilha
EF06MA18,EF06MA21,relacionada,EF06MA18,confirmada na planilha
EF06MA18,EF06MA25,mencao_comentario,EF06MA18,confirmada na planilha
EF06MA18,EF06MA19,pre_requisito,EF06MA19,confirmada na planilha
EF06MA25,EF06MA19,pre_requisito,EF06MA19,confirmada na planilha
EF06MA25,EF06MA20,pre_requisito,EF06MA20,confirmada na planilha
EF06MA20,EF06MA22,relacionada,EF06MA20,confirmada na planilha
EF06MA20,EF06MA28,relacionada,EF06MA20,confirmada na planilha
EF06MA20,EF06MA29,relacionada,EF06MA20,confirmada na planilha
EF06MA20,EF06MA34,relacionada,EF06MA20,confirmada na planilha
EF05MA19,EF06MA24,pre_requisito,EF06MA24,confirmada na planilha
EF05MA17,EF06MA25,pre_requisito,EF06MA25,confirmada na planilha
EF06MA25,EF06MA26,relacionada,EF06MA25,confirmada na planilha
EF05MA22,EF06MA30,pre_requisito,EF06MA30,confirmada na planilha
EF06MA13,EF06MA30,pre_requisito,EF06MA30,confirmada na planilha
EF05MA24,EF06MA32,pre_requisito,EF06MA32,confirmada na planilha
EF06MA32,EF06MA31,relacionada,EF06MA32,confirmada na planilha
EF06MA32,EF06MA33,relacionada,EF06MA32,confirmada na planilha
EF06MA13,EF07MA02,pre_requisito,EF07MA02,confirmada na planilha
EF06MA08,EF07MA02,pre_requisito,EF07MA02,confirmada na planilha
EF07MA03,EF07MA04,pre_requisito,EF07MA04,confirmada na planilha
EF07MA04,EF07MA01,relacionada,EF07MA04,confirmada na planilha
EF07MA04,EF07MA07,relacionada,EF07MA04,confirmada na planilha
EF06MA07,EF07MA08,pre_requisito,EF07MA08,confirmada na planilha
EF07MA08,EF07MA33,relacionada,EF07MA08,confirmada na planilha
EF07MA08,EF07MA09,relacionada,EF07MA08,confirmada na planilha
EF06MA07,EF07MA10,pre_requisito,EF07MA10,confirmada na planilha
EF06MA10,EF07MA12,pre_requisito,EF07MA12,confirmada na planilha
EF07MA12,EF07MA11,relacionada,EF07MA12,confirmada na planilha
EF07MA13,EF07MA15,pre_requisito,EF07MA15,confirmada na planilha
EF07MA15,EF07MA14,relacionada,EF07MA15,confirmada na planilha
EF07MA15,EF07MA16,relacionada,EF07MA15,confirmada na planilha
EF06MA13,EF07MA17,pre_requisito,EF07MA17,confirmada na planilha
EF07MA13,EF07MA17,pre_requisito,EF07MA17,confirmada na planilha
EF06MA14,EF07MA18,pre_requisito,EF07MA18,confirmada na planilha
EF07MA13,EF07MA18,pre_requisito,EF07MA18,confirmada na planilha
EF06MA25,EF07MA24,pre_requisito,EF07MA24,confirmada na planilha
EF07MA24,EF07MA20,relacionada,EF07MA24,confirmada na planilha
EF07MA24,EF07MA22,relacionada,EF07MA24,confirmada na planilha
EF07MA24,EF07MA25,relacionada,EF07MA24,confirmada na planilha
EF07MA24,EF07MA26,relacionada,EF07MA24,confirmada na planilha
EF07MA24,EF07MA28,relacionada,EF07MA24,confirmada na planilha
EF06MA25,EF07MA27,pre_requisito,EF07MA27,confirmada na planilha
EF07MA24,EF07MA27,pre_requisito,EF07MA27,confirmada na planilha
EF06MA24,EF07MA30,pre_requisito,EF07MA30,confirmada na planilha
EF07MA30,EF07MA29,relacionada,EF07MA30,confirmada na planilha
EF06MA24,EF07MA31,pre_requisito,EF07MA31,confirmada na planilha
EF06MA24,EF07MA32,pre_requisito,EF07MA32,confirmada na planilha
EF07MA31,EF07MA32,pre_requisito,EF07MA32,confirmada na planilha
EF06MA30,EF07MA34,pre_requisito,EF07MA34,confirmada na planilha
EF06MA32,EF07MA35,pre_requisito,EF07MA35,confirmada na planilha
EF06MA32,EF07MA36,pre_requisito,EF07MA36,confirmada na planilha
EF07MA36,EF07MA37,relacionada,EF07MA36,confirmada na planilha
EF06MA11,EF08MA01,pre_requisito,EF08MA01,confirmada na planilha
EF07MA10,EF08MA01,pre_requisito,EF08MA01,confirmada na planilha
EF08MA01,EF08MA02,relacionada,EF08MA01,confirmada na planilha
EF08MA01,EF08MA05,relacionada,EF08MA01,confirmada na planilha
EF07MA02,EF08MA04,pre_requisito,EF08MA04,confirmada na planilha
EF07MA13,EF08MA06,pre_requisito,EF08MA06,confirmada na planilha
EF08MA06,EF08MA10,relacionada,EF08MA06,confirmada na planilha
EF08MA06,EF08MA11,relacionada,EF08MA06,confirmada na planilha
EF07MA18,EF08MA07,pre_requisito,EF08MA07,confirmada na planilha
EF08MA06,EF08MA08,pre_requisito,EF08MA08,confirmada na planilha
EF08MA07,EF08MA08,pre_requisito,EF08MA08,confirmada na planilha
EF07MA18,EF08MA08,pre_requisito,EF08MA08,confirmada na planilha
EF07MA17,EF08MA12,pre_requisito,EF08MA12,confirmada na planilha
EF08MA12,EF08MA09,relacionada,EF08MA12,confirmada na planilha
EF07MA17,EF08MA13,pre_requisito,EF08MA13,confirmada na planilha
EF08MA12,EF08MA13,pre_requisito,EF08MA13,confirmada na planilha
EF06MA19,EF08MA14,pre_requisito,EF08MA14,confirmada na planilha
EF06MA20,EF08MA14,pre_requisito,EF08MA14,confirmada na planilha
EF07MA24,EF08MA14,pre_requisito,EF08MA14,confirmada na planilha
EF08MA14,EF08MA15,relacionada,EF08MA14,confirmada na planilha
EF08MA14,EF08MA16,relacionada,EF08MA14,confirmada na planilha
